komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment,sentimen_NaiveBayes
p prabowo cenderung emosional sayang sekali mestinya didampingi dengan data yang akurat brp ganjar lumayan dalam menangkis serangan dan menyerang enggak berbagai jurus tapi sayang tangkisannya belum bisa menjadi serangan balik dan serangannya belum tajam belum bisa menciptakan gol brp anis kalo saya ibaratkan seperti kristiano ronaldo kalo menyerang tajam dan berhasil mencetak gol kalo bertahan bisa saya ibaratkan seperti roberto carlos yang tangguh kalo bertahan dan tajam memberikan umpan balik bahkan bisa menciptakan gol brsukses timnas amin brsemoga indonesia jaya amin,"['p', 'prabowo', 'cenderung', 'emosional', 'sayang', 'mesti', 'damping', 'data', 'akurat', 'brp', 'ganjar', 'lumayan', 'tangkis', 'serang', 'serang', 'jurus', 'sayang', 'tangkis', 'serang', 'serang', 'tajam', 'cipta', 'gol', 'brp', 'anis', 'kalo', 'kristiano', 'ronaldo', 'kalo', 'serang', 'tajam', 'hasil', 'cetak', 'gol', 'kalo', 'tahan', 'roberto', 'carlos', 'tangguh', 'kalo', 'tahan', 'tajam', 'umpan', 'cipta', 'gol', 'brsukses', 'timnas', 'amin', 'brsemoga', 'indonesia', 'jaya', 'amin']",-12,negatif,-1,-1,negatif
kalo wowo pakai ordal kalo masuk kerjabrklo anis interview lolos kalo masuk kerjabrkarena anis jelastepatdan attitudebrbrbrklo wowo ditanya pengalaman kerja kamu sebelumnyabrpasti wowo jawabnya saya pakai orang dalem,"['kalo', 'wowo', 'pakai', 'ordal', 'kalo', 'masuk', 'kerjabrklo', 'anis', 'interview', 'lolos', 'kalo', 'masuk', 'kerjabrkarena', 'anis', 'jelastepatdan', 'attitudebrbrbrklo', 'wowo', 'alam', 'kerja', 'sebelumnyabrpasti', 'wowo', 'pakai', 'orang', 'dalem']",-9,negatif,-1,-1,negatif
ayo satu barisan menangkan pak anis kawal pemilu,"['ayo', 'baris', 'menang', 'anis', 'kawal', 'milu']",2,positif,1,1,positif
di channel ini buzzer anis semua,"['channel', 'buzzer', 'anis']",0,netral,0,0,netral
anis cuma bisa beretorika p,"['anis', 'retorika', 'p']",0,netral,0,1,positif
tidak peduli orang menilai seperti apa tentang pak prabowodr dulu tahu 2014 sampai sekarang konsisten memilih pasangankarna kerja nyata bukan hanya dengan jnji2 manis koar2 tapi bukti tidak adakrn buat gue orang yang tidak tau rekam jejak pak danjen akan selalu melihat sisi negatif nyadan beliau juga tidak pernah menjatuhkan lawannyajd pilihlah sesuai hti yakin bukan memlilih karena pilihan org,"['peduli', 'orang', 'nilai', 'prabowodr', '2014', 'konsisten', 'pilih', 'pasangankarna', 'kerja', 'nyata', 'jnji2', 'manis', 'koar2', 'bukti', 'adakrn', 'gue', 'orang', 'tau', 'rekam', 'jejak', 'danjen', 'sisi', 'negatif', 'nyadan', 'beliau', 'jatuh', 'lawannyajd', 'pilih', 'sesuai', 'hti', 'memlilih', 'pilih', 'org']",2,positif,1,1,positif
anis memang pintar dalam susun tutue kata brtp soal kinerja ya di koreksi sendiri,"['anis', 'pintar', 'susun', 'tutue', 'brtp', 'kerja', 'ya', 'koreksi']",6,positif,1,1,positif
semua anis bin aminbr jatim mojopahit,"['anis', 'bin', 'aminbr', 'jatim', 'mojopahit']",0,netral,0,0,netral
pak anies is the best satu putaran pak anis is president ri 2024,"['anies', 'is', 'the', 'best', 'putar', 'anis', 'is', 'president', 'ri', '2024']",0,netral,0,0,netral
anis dong saya warga jakarta puas sekali dengan kinerja pak anis semoga beliau dj presiden amin ya allah,"['anis', 'warga', 'jakarta', 'puas', 'kerja', 'anis', 'moga', 'beliau', 'dj', 'presiden', 'amin', 'ya', 'allah']",18,positif,1,1,positif
anis pintar mengolah kata bukan mengolah kota apa lagi mengolah negara,"['anis', 'pintar', 'olah', 'olah', 'kota', 'olah', 'negara']",-1,negatif,-1,1,positif
saya sebagai warga jakarta puas dengan kinerja pak anis,"['warga', 'jakarta', 'puas', 'kerja', 'anis']",5,positif,1,1,positif
apa anis apa ganjar pintar merangkai katapermasalah bangsa belum mengena masalah hukum bersipat pribadikalau bapak prabowomencakup global termasuk dasar negara dan korupsi,"['anis', 'ganjar', 'pintar', 'rangkai', 'katapermasalah', 'bangsa', 'kena', 'hukum', 'sipat', 'pribadikalau', 'prabowomencakup', 'global', 'dasar', 'negara', 'korupsi']",-9,negatif,-1,-1,negatif
semua perkataan pak anis memang mudah di cernah dan logisorangnya tenang pastinya mudah di pahami disemua kalangan masarakatbramin,"['kata', 'anis', 'mudah', 'cernah', 'logisorangnya', 'tenang', 'pasti', 'mudah', 'paham', 'semua', 'kalang', 'masarakatbramin']",9,positif,1,1,positif
anis cangkeme tok sing maen,"['anis', 'cangkeme', 'tok', 'sing', 'maen']",8,positif,1,1,positif
orang pintar pasti pilih anis baswedantp orang cerdas pasti pilih ganjarsalam waraspilih ganjar,"['orang', 'pintar', 'pilih', 'anis', 'baswedantp', 'orang', 'cerdas', 'pilih', 'ganjarsalam', 'waraspilih', 'ganjar']",-2,negatif,-1,1,positif
apa anis pintar bicaratpi enggak becus kerja,"['anis', 'pintar', 'bicaratpi', 'becus', 'kerja']",-1,negatif,-1,-1,negatif
di debat kali ini katakata yang dirangkai anies bisa dibilang tersusun rapi dan lebih terarah mungkin karena beliau dulunya seorang dosen dan dari background pendidikan maka lebih tenang dan santun ketika menyampaikan gagasan sedangkan prabowo dari background militer yang terbiasa tegas dan menggebu2 ketika berbicara selain itu ilmu2 dan pemahaman akan segala persoalan di indonesia terlebih yang menjadi pertanyaan sudah terlalu beliau pahami bagaimana keadaan sesungguhnya sehingga sudah terlalu malas untuk beretorika dan akhirnya jawaban2 yang diberikan cenderung simple dan selalu mengulang katakata siap mati untuk nkri brbrkedua calon presiden ini sangat bagus dan terlihat memiliki niat baik untuk mengabdi kepada nkri tetapi menurut pendapat pribadi saya keduanya salah dalam memilih calon masingmasing pertama anies beliau sangat memahami dan menguasai dalam hal mengatur birokrasi menyusun strategi dan mengurus urusan dalam negeri tetapi seorang presiden dan wakilnya samasama harus memiliki kemampuan dan pengetahuan yang kuat akan ilmu internasional terutama untuk indonesia yaitu keamanan internasional yang dimana hal ini baik anis maupun imin tidak mumpuni akan ke2 hal tsb sedangkan sejak tahunan lalu saat ini hingga puluhan tahun kedepan indonesia terancam akan keamanan internasionalnya karena banyak negara menginginkan indonesia yang kayak akan alam dan sumberdayanya pada hal ini prabowolah yang sangat memahami bagaimana kondisi indonesia dalam hal keamanan tradisional maupun nontradisional namun begitu juga kenapa harus gibran yang menjadi wakil beliau yang mana untuk sekelas wapres gibran masih sangat minim ilmu pengetahuan dan pengalamannya diberbagai bidang yang ada juga untuk aktif di kegiatan internasional saya masih sangat ragu dengan cara berpikir kritis dan kemampuan argumen dari seorang gibran untuk pemilu presiden kali ini memang sangat sulit untuk menentukan pilihan karena dari kedua pilihan ini akan memberikan efek jangka panjang untuk nasib indonesia terlebih jika indonesia dipimpin oleh presiden wakil dan kabinet menteri yang tidak paham akan keamanan internasional maka indonesia akan terancam terjajah baik dari blok barat maupun blok timur andai saat itu aniesahy dan praboworidwan kamil maka mungkin dengan tutup mata sekalipun saya gamasalah untuk memilih diantara ke2nya,"['debat', 'kali', 'katakata', 'rangkai', 'anies', 'bilang', 'susun', 'rapi', 'arah', 'beliau', 'dulunya', 'dosen', 'background', 'didik', 'tenang', 'santun', 'gagas', 'prabowo', 'background', 'militer', 'biasa', 'menggebu2', 'bicara', 'ilmu2', 'paham', 'indonesia', 'beliau', 'paham', 'sungguh', 'malas', 'retorika', 'jawaban2', 'cenderung', 'simple', 'ulang', 'katakata', 'mati', 'nkri', 'brbrkedua', 'calon', 'presiden', 'bagus', 'milik', 'niat', 'abdi', 'nkri', 'dapat', 'pribadi', 'salah', 'pilih', 'calon', 'masingmasing', 'anies', 'beliau', 'paham', 'kuasa', 'atur', 'birokrasi', 'susun', 'strategi', 'urus', 'urus', 'negeri', 'presiden', 'wakil', 'samasama', 'milik', 'mampu', 'tahu', 'kuat', 'ilmu', 'internasional', 'indonesia', 'aman', 'internasional', 'mana', 'anis', 'imin', 'mumpuni', 'ke2', 'tsb', 'tahun', 'puluh', 'depan', 'indonesia', 'ancam', 'aman', 'internasional', 'negara', 'indonesia', 'kayak', 'alam', 'sumberdayanya', 'prabowolah', 'paham', 'kondisi', 'indonesia', 'aman', 'tradisional', 'nontradisional', 'gibran', 'wakil', 'beliau', 'kelas', 'wapres', 'gibran', 'minim', 'ilmu', 'tahu', 'alam', 'bagai', 'bidang', 'aktif', 'giat', 'internasional', 'ragu', 'pikir', 'kritis', 'mampu', 'argumen', 'gibran', 'milu', 'presiden', 'kali', 'sulit', 'tentu', 'pilih', 'pilih', 'efek', 'jangka', 'nasib', 'indonesia', 'indonesia', 'pimpin', 'presiden', 'wakil', 'kabinet', 'menteri', 'paham', 'aman', 'internasional', 'indonesia', 'ancam', 'jajah', 'blok', 'barat', 'blok', 'timur', 'andai', 'aniesahy', 'praboworidwan', 'kamil', 'tutup', 'mata', 'gamasalah', 'pilih', 'ke2nya']",-32,negatif,-1,-1,negatif
siapa yang enggak tau anis cuma pandai cakap tetapi enggak ada kerjanya yang beres korupsi saja makin banyak2,"['tau', 'anis', 'pandai', 'cakap', 'kerja', 'beres', 'korupsi', 'banyak2']",-8,negatif,-1,-1,negatif
yang korupsi oknum bukan anis yajgn bikin kisruh,"['korupsi', 'oknum', 'anis', 'yajgn', 'bikin', 'kisruh']",-7,negatif,-1,-1,negatif
enggak sabar menunggu blimbing sayur debat capresnya esmosi habis men down grade anis lgsng di counter balik lgsng esmosi wo istirahat saja jangan nyapres lagi,"['sabar', 'tunggu', 'blimbing', 'sayur', 'debat', 'capresnya', 'esmosi', 'habis', 'men', 'down', 'grade', 'anis', 'lgsng', 'counter', 'lgsng', 'esmosi', 'wo', 'istirahat', 'nyapres']",2,positif,1,1,positif
saya waktu kecil di suruh pintar agar jadi presiden tapi setelah pintar kayak apa aniss kenapa di musuhi dan memilih pemimpin yang biasa saja brinsya allah apa aniss presiden untuk rakyat indonesia bukan pemimpin untuk ketua partai,"['suruh', 'pintar', 'presiden', 'pintar', 'kayak', 'aniss', 'musuh', 'pilih', 'pimpin', 'brinsya', 'allah', 'aniss', 'presiden', 'rakyat', 'indonesia', 'pimpin', 'ketua', 'partai']",0,netral,0,1,positif
kalau anis jadi presiden ikn ibu kota barutidak lanjutbrmaka saya pilih ganjar untuk indonesia yang lebih baik,"['anis', 'presiden', 'ikn', 'kota', 'barutidak', 'lanjutbrmaka', 'pilih', 'ganjar', 'indonesia']",2,positif,1,1,positif
debat adalah teman berpikir anis ganjar,"['debat', 'teman', 'pikir', 'anis', 'ganjar']",4,positif,1,1,positif
saya madura dan masyarakat se kampung saya sepakat mendukung anis,"['madura', 'masyarakat', 'kampung', 'sepakat', 'dukung', 'anis']",8,positif,1,1,positif
marii pendudukung amin kita do3a kan dan mudahan do3a kita di ijabah oleh allah swt agar pak anis dan gus muhaimin mejadi brpresiden dan wapres 2024,"['mari', 'pendudukung', 'amin', 'do3a', 'mudah', 'do3a', 'ijabah', 'allah', 'swt', 'anis', 'gus', 'muhaimin', 'mejadi', 'brpresiden', 'wapres', '2024']",11,positif,1,1,positif
pak anis control emosi nya oke padahal di teken oleh prabowo coba bayangkan lu di posisi itu di atas ya panggung debat yang di saksikan berjuta pasang mata lihat betapa keren nya penguasaan diri pak anis amp juga ketika menjawab amp memberikan pertanyaan itu jelas padat amp berkualitas ini sosok presiden 2024 yang mampu membawa indonesia lebih baik lagi dengan tema perubahanbrbrpak prabowo terlalu angkuh dengan mengatakan dirinya lah yang berjasa menjadikan pak anis gubernur dengan nada tinggi sambil nunjuk2 kita akuin kalo memang itu fakta tapi enggak usah di bawa ke ranah debat itu sama saja bikin prabowo minus di mata rakyat mungkin bagi simpatisan pendukungnya senang tapi ini soal debat di mana calon presiden mampu memikat pemilihnya bukan semata2 menunjukkan dirinya siapabrbrudah begitu selalu bawabawa jokowi seakan2 enggak percaya diri amp selalu butuh support dukungan dari jokowi amp simpatisan jokowibrbrganjar gua lihat rileks amp mampu menguasai panggung tapi lagi2 lihat rekam jejak nya benar enggak apa yang dia omongkan sama apa yang telah di kerjakan selama 10 tahun lu nilai sendiri deh brbrrangkuman brbrpaslon 01 perubahan brpaslon 02 dinasti jokowi brpaslon 03 dinasti pdip brbryg terpenting debat ini amp selanjutnya mampu merubah pikiran amp pandangan kita terhadap ketiga calon kita semua pengin indonesia lebih baik dalam segala bidang pakai hati nurani lu pakai hati lu perbanyak informasi seluasnya kepada ketiga calon presiden tersebut setelah itu buat kesimpulan lalu pilih lah dengan harapan yang kita pilih ialah yang terbaik amp berkualitasbrbrwassalam,"['anis', 'control', 'emosi', 'nya', 'oke', 'teken', 'prabowo', 'coba', 'bayang', 'lu', 'posisi', 'ya', 'panggung', 'debat', 'saksi', 'juta', 'pasang', 'mata', 'lihat', 'betapa', 'keren', 'nya', 'kuasa', 'anis', 'amp', 'amp', 'padat', 'amp', 'kualitas', 'sosok', 'presiden', '2024', 'bawa', 'indonesia', 'tema', 'perubahanbrbrpak', 'prabowo', 'angkuh', 'jasa', 'jadi', 'anis', 'gubernur', 'nada', 'nunjuk2', 'akuin', 'kalo', 'fakta', 'bawa', 'ranah', 'debat', 'bikin', 'prabowo', 'minus', 'mata', 'rakyat', 'simpatisan', 'dukung', 'senang', 'debat', 'calon', 'presiden', 'mikat', 'pilih', 'semata2', 'siapabrbrudah', 'bawabawa', 'jokowi', 'seakan2', 'percaya', 'amp', 'butuh', 'support', 'dukung', 'jokowi', 'amp', 'simpatisan', 'jokowibrbrganjar', 'gua', 'lihat', 'rileks', 'amp', 'kuasa', 'panggung', 'lagi2', 'lihat', 'rekam', 'jejak', 'nya', 'omong', 'kerja', '10', 'lu', 'nilai', 'deh', 'brbrrangkuman', 'brbrpaslon', '01', 'ubah', 'brpaslon', '02', 'dinasti', 'jokowi', 'brpaslon', '03', 'dinasti', 'pdip', 'brbryg', 'penting', 'debat', 'amp', 'rubah', 'pikir', 'amp', 'pandang', 'tiga', 'calon', 'pengin', 'indonesia', 'bidang', 'pakai', 'hati', 'nurani', 'lu', 'pakai', 'hati', 'lu', 'banyak', 'informasi', 'luas', 'tiga', 'calon', 'presiden', 'simpul', 'pilih', 'harap', 'pilih', 'baik', 'amp', 'berkualitasbrbrwassalam']",61,positif,1,1,positif
good job pak anis,"['good', 'job', 'anis']",5,positif,1,1,positif
ayo sama kita dukung pak anis jadi presiden 2024,"['ayo', 'dukung', 'anis', 'presiden', '2024']",11,positif,1,1,positif
pak anis sosok pemimpin yang kita inginkan selama ini orang nya berwibawacerdas santun dan intelektual nya yang sangat tinggi kemudian tenang di dalam situasi apa pun,"['anis', 'sosok', 'pimpin', 'orang', 'nya', 'berwibawacerdas', 'santun', 'intelektual', 'nya', 'tenang', 'situasi']",9,positif,1,1,positif
kok rasanya yang hanya bisa mangkir dan beretorika itu pak prabowo ya bukan tandingan yang pas untuk pak anis maupun pak ganjar,"['mangkir', 'retorika', 'prabowo', 'ya', 'tanding', 'pas', 'anis', 'ganjar']",8,positif,1,1,positif
semoga adil dan tidak ada kecurangan anis dan cak imin menang jadi presiden indonesia amin,"['moga', 'adil', 'curang', 'anis', 'cak', 'imin', 'menang', 'presiden', 'indonesia', 'amin']",-1,negatif,-1,1,positif
disini terlihat bagaimana pemikiran s3 dengan pemikiran yang berpendidikan di bawahnya anis lebih layak,"['pikir', 's3', 'pikir', 'didik', 'bawah', 'anis', 'layak']",-4,negatif,-1,-1,negatif
yang pintar mengomong biasanya cuma janji manis doangbryang sering senyum biasanya ciri orang munafik,"['pintar', 'omong', 'janji', 'manis', 'doangbryang', 'senyum', 'ciri', 'orang', 'munafik']",0,netral,0,-1,negatif
pemimpin yang cerdas ber3ahlak berwibawa ya pak anis 1 aamiin,"['pimpin', 'cerdas', 'ber3ahlak', 'wibawa', 'ya', 'anis', '1', 'aamiin']",6,positif,1,1,positif
saya hrd perusahaan swasta di jktimbrsaya berpengalaman dalam karakter dan tipe orangbrjika menurut anda anis cerdas maka menurut penelitian saya orang cerdas itu biasanya menang dalam berbagai hal termasuk juga menang dalam berbicara berbasa basi suka mengomong sampai lupa atas tindakan dan tanggung jawabnya bryang saya takutkan jika anis menang dalam pemilu 2024 maka anis mungkin akan kebal terhadap hukum seperti rokygerung mereka itu tipe orang yang hanya cerdas dalam berbicara cerdas berbicara bukan berarti cerdas juga dapat bertindak kata perubahan bukan berarti perubahan itu akan langgengbrdan jika mungkin pak ganjar memang berpengalaman saya akan lebih memilih orang yang berpengalaman dibanding orang yang cerdas karena pengalaman adalah guru terbaik dibanding cerdas yang belum tentu cerdas memikirkan yang belum tentu akan di alami ibarat kenyataan pengalaman ganjar akan berbeda dengan teori kecerdasan anisbrtetapi dari kedua calon di atas prabowo masih jiwa tni kata tegas dan suara keras bukan berarti emosian didikan tni lebih banyak ke fisik dan skil dalam bertindak mungkin itu salah satu sebab prabowo dalam berretorika kurang berbasa basi karena prabowo dari muda bukan belajar berbasa basi,"['hrd', 'usaha', 'swasta', 'jktimbrsaya', 'alam', 'karakter', 'tipe', 'orangbrjika', 'anis', 'cerdas', 'teliti', 'orang', 'cerdas', 'menang', 'menang', 'bicara', 'basa', 'basi', 'suka', 'omong', 'lupa', 'tindak', 'tanggung', 'bryang', 'takut', 'anis', 'menang', 'milu', '2024', 'anis', 'kebal', 'hukum', 'rokygerung', 'tipe', 'orang', 'cerdas', 'bicara', 'cerdas', 'bicara', 'cerdas', 'tindak', 'ubah', 'ubah', 'langgengbrdan', 'ganjar', 'alam', 'pilih', 'orang', 'alam', 'banding', 'orang', 'cerdas', 'alam', 'guru', 'baik', 'banding', 'cerdas', 'cerdas', 'pikir', 'alami', 'nyata', 'alam', 'ganjar', 'beda', 'teori', 'cerdas', 'anisbrtetapi', 'calon', 'prabowo', 'jiwa', 'tni', 'suara', 'keras', 'emosi', 'dik', 'tni', 'fisik', 'skil', 'tindak', 'salah', 'prabowo', 'retorika', 'basa', 'basi', 'prabowo', 'muda', 'ajar', 'basa', 'basi']",-30,negatif,-1,-1,negatif
saya kenal pak anis dia bukan cuman pintar ngomongtapi dalam berorganisasi dia juga sangat mumpuni,"['kenal', 'anis', 'cuman', 'pintar', 'ngomongtapi', 'organ', 'mumpuni']",1,positif,1,-1,negatif
pak anisyeess,['anisyeess'],0,netral,0,0,netral
banten bersama anis,"['banten', 'anis']",0,netral,0,0,netral
saya akui pak anis pintar dan pandai menata kata kalo saya perempuan saya pasti luluh dengan perkataan nya tapi tidak dengan saya di sini saya memilih yang benar tulus untuk negara initidak cuma ksta katabrkarna yang tulus saya yakin lebih maxsimal bekrja untuk negara ini dan mati pun rela untuk rakyat nya,"['aku', 'anis', 'pintar', 'pandai', 'tata', 'kalo', 'perempuan', 'luluh', 'kata', 'nya', 'pilih', 'tulus', 'negara', 'initidak', 'ksta', 'katabrkarna', 'tulus', 'maxsimal', 'bekrja', 'negara', 'mati', 'rela', 'rakyat', 'nya']",10,positif,1,1,positif
saya warga jakarta puas sekali dengan kinerja anispak anis enggak sekedar cerdas dan pintar mengomong tapi itu semua dibuktikan dengan jakarta yang nyaman seperti sekarang ini,"['warga', 'jakarta', 'puas', 'kerja', 'anispak', 'anis', 'dar', 'cerdas', 'pintar', 'omong', 'bukti', 'jakarta', 'nyaman']",2,positif,1,1,positif
pak prabowo kok kelihatan bapernya ya maksudnya ayolahh enggak usah buka buku lama kok sama kayak bi mega waktu bilang ke pak jokowi quotkasihan loh pak jokowi iniquot maksudnya loh ya kan yang bekerja juga pak anis disitu siapapun pengusungnya takut ih jadi pak anis banyak yang gasuka tapi biasanya yang banyak gasuka itu yang berhak dipilih karena keberpihakan yaa,"['prabowo', 'bapernya', 'ya', 'maksud', 'ayolahh', 'buka', 'buku', 'kayak', 'bi', 'mega', 'bilang', 'jokowi', 'quotkasihan', 'loh', 'jokowi', 'iniquot', 'maksud', 'loh', 'ya', 'anis', 'situ', 'usung', 'takut', 'ih', 'anis', 'gasuka', 'gasuka', 'hak', 'pilih', 'pihak', 'yaa']",-7,negatif,-1,-1,negatif
anis pintar mengomong kemampuan berdebat di atas rata2 sayang nya ucapan beda jauh dengan hasilkerja nya brpantas nya jadi dosen kalau untuk pakanis,"['anis', 'pintar', 'omong', 'mampu', 'debat', 'rata2', 'sayang', 'nya', 'ucap', 'beda', 'hasilkerja', 'nya', 'brpantas', 'nya', 'dosen', 'pakan']",-7,negatif,-1,-1,negatif
anjir banyak banget buzzer anis wkwk,"['anjir', 'banget', 'buzzer', 'anis', 'wkwk']",-1,negatif,-1,-1,negatif
insyaallah pak anis dan gus muhaimin menang satu putaran pada pemilu 2024 iniamiin menang indonesia bangkit,"['insyaallah', 'anis', 'gus', 'muhaimin', 'menang', 'putar', 'milu', '2024', 'iniamiin', 'menang', 'indonesia', 'bangkit']",-2,negatif,-1,1,positif
pokonamah anis bae indak,"['pokonamah', 'anis', 'bae', 'indak']",0,netral,0,0,netral
coba lihat reaksi pak prabowo ketika pak anis sedang menjelaskan fakta sebenarnya tentang oposisisudahkembalikan pada nurani dan akal kita sebagai pemilih dan kita akan tau siapa yang pantas dan bisa memimpin negeri ini dengan seriusadilno gimmick,"['coba', 'lihat', 'reaksi', 'prabowo', 'anis', 'fakta', 'oposisisudahkembalikan', 'nurani', 'akal', 'pilih', 'tau', 'pimpin', 'negeri', 'seriusadilno', 'gimmick']",-8,negatif,-1,-1,negatif
hati yang manis itu bikin diabetes,"['hati', 'manis', 'bikin', 'diabetes']",3,positif,1,1,positif
hampir 0 persen di komentar ini simpatis anis bukti nyata bahwa anis no 1 insya allah terpilih,"['0', 'persen', 'komentar', 'simpat', 'anis', 'bukti', 'nyata', 'anis', 'no', '1', 'insya', 'allah', 'pilih']",8,positif,1,1,positif
pak anis mugiquot terplihbanyak yang mendukung,"['anis', 'mugiquot', 'terplihbanyak', 'dukung']",4,positif,1,1,positif
sudah jelas di depan mata rakyat sudah cerdas anis padang siapp untuk amin,"['mata', 'rakyat', 'cerdas', 'anis', 'padang', 'siapp', 'amin']",-2,negatif,-1,-1,negatif
anis presiden,"['anis', 'presiden']",3,positif,1,1,positif
cerdas pak anis 2024 amin,"['cerdas', 'anis', '2024', 'amin']",0,netral,0,1,positif
anis terlalu manisbrganjar lebih rasional,"['anis', 'manisbrganjar', 'rasional']",0,netral,0,1,positif
tadinya saya pilih prabowo setelah lihat debat saya pilih anis baswedan karena punya intelektual dan visi misi yang jelas,"['pilih', 'prabowo', 'lihat', 'debat', 'pilih', 'anis', 'baswedan', 'intelektual', 'visi', 'misi']",7,positif,1,1,positif
gilaa 224 ngomongi ikn mau mengomong salutt ke aniss memang kerasa sih dulu bahkan jaman surabaya tiap mau naik harga dibahas di dpr terus enggak jadi naikini ya sudah naik aja tanpa pemberitahuan begitu pula saat ini banyak undang2 aneh yang disahkan tanpa peran serta masyarakat sangat dukung apabila semua rakyat bisa aktif dalam membangun negeri sekarang jaman canggih jangan cuma negara bisa bayar buzer dan influencer aja tapi coba pikirin bagaimana bisa melibatkan masyarakat coba jujur deh ke masingmasing dpr yang sekarang ini bukan dewan perwakilan rakyat coba ada sistem transparan bahwa semua rakyat bisa lihat draftnya dulu terus ada app votting untuk rakyat bahkan rakyat bisa komen semua punya suara butuh pemimpin yang juga mau mendengar bukan cuma dengar pembisik dan buzer rp,"['gilaa', '224', 'ngomongi', 'ikn', 'omong', 'salutt', 'aniss', 'rasa', 'sih', 'jaman', 'surabaya', 'harga', 'bahas', 'dpr', 'naikini', 'ya', 'aja', 'pemberitahuan', 'undang2', 'aneh', 'sah', 'peran', 'masyarakat', 'dukung', 'rakyat', 'aktif', 'bangun', 'negeri', 'jaman', 'canggih', 'negara', 'bayar', 'buzer', 'influencer', 'aja', 'coba', 'pikirin', 'libat', 'masyarakat', 'coba', 'jujur', 'deh', 'masingmasing', 'dpr', 'dewan', 'wakil', 'rakyat', 'coba', 'sistem', 'transparan', 'rakyat', 'lihat', 'draftnya', 'app', 'votting', 'rakyat', 'rakyat', 'komen', 'suara', 'butuh', 'pimpin', 'dengar', 'dengar', 'bisik', 'buzer', 'rp']",2,positif,1,1,positif
semenjak melihat debat ini saya jadi sangat menginginkan persiden itu seperti pak anis sang mapan segala nya,"['semenjak', 'debat', 'persiden', 'anis', 'sang', 'mapan', 'nya']",6,positif,1,1,positif
anis memang pinter brpinter omong doang eksekusinya nol seperti janjinya dp nol persen yang gagal,"['anis', 'pinter', 'brpinter', 'omong', 'doang', 'eksekusi', 'nol', 'janji', 'dp', 'nol', 'persen', 'gagal']",-8,negatif,-1,-1,negatif
menit 2 24 30 jawaban anis sangat luar bias jelas padat dan bermakna,"['menit', '2', '24', '30', 'anis', 'bias', 'padat', 'makna']",3,positif,1,1,positif
pak anis berwibawa betul,"['anis', 'wibawa']",0,netral,0,1,positif
banyak buzzer anis dimana mana woii,"['buzzer', 'anis', 'mana', 'woii']",0,netral,0,0,netral
the power of uncle usman enggak tau klianbr pak anis berkualitascerdas enggak ada masalah,"['the', 'power', 'of', 'uncle', 'usman', 'tau', 'klianbr', 'anis', 'berkualitascerdas']",-4,negatif,-1,-1,negatif
anis for presiden yang cerdas dan paling pantas untuk rakyat indonesia,"['anis', 'for', 'presiden', 'cerdas', 'rakyat', 'indonesia']",3,positif,1,1,positif
ada yang lucu dari jawaban anis baswedan di tanya polusi udara jakarta jawabnya yang di salahkan angin banjir jakarta yang di salahkan air terlalu banyak masuk ke jakarta wkwkwkkwkwkw,"['lucu', 'anis', 'baswedan', 'polusi', 'udara', 'jakarta', 'salah', 'angin', 'banjir', 'jakarta', 'salah', 'air', 'masuk', 'jakarta', 'wkwkwkkwkwkw']",-19,negatif,-1,-1,negatif
pak anis itu punya rekam jejak yang lengkap dengan tidak ada yang cacat,"['anis', 'rekam', 'jejak', 'lengkap', 'cacat']",-7,negatif,-1,1,positif
anis cerdas,"['anis', 'cerdas']",0,netral,0,1,positif
hmm samaa terharu sama pak anis,"['hmm', 'samaa', 'haru', 'anis']",0,netral,0,0,netral
yang berkomentar semuanya tentang anis,"['komentar', 'anis']",0,netral,0,1,positif
mas anis wawasannya luas dan emosinya bagus terkendalibrprabowo emosinya meledak ledakgak bagus jadi pemimpin negara,"['mas', 'anis', 'wawas', 'luas', 'emosi', 'bagus', 'terkendalibrprabowo', 'emosi', 'ledak', 'ledakgak', 'bagus', 'pimpin', 'negara']",-7,negatif,-1,-1,negatif
sih anis paaling lawak di kantor gunernur saja aspirasi rakyat di tutup,"['sih', 'anis', 'paaling', 'lawak', 'kantor', 'gunernur', 'aspirasi', 'rakyat', 'tutup']",-2,negatif,-1,-1,negatif
pak anis layak untuk diberikan mandat presiden 2024,"['anis', 'layak', 'mandat', 'presiden', '2024']",1,positif,1,1,positif
buzzer anis meledak banyak,"['buzzer', 'anis', 'ledak']",-4,negatif,-1,-1,negatif
kenapa di sini pendukung anies semua yabrdisini basis anis br,"['dukung', 'anies', 'yabrdisini', 'basis', 'anis', 'br']",4,positif,1,1,positif
lah mau bagaimana memang kalau di lihat anis memang orangya cerdas dari yang lain,"['lihat', 'anis', 'orangya', 'cerdas']",3,positif,1,1,positif
percaya diri amat loh anjing brgua kagak mau ngakuin anis bremang di mata loh anis bagus pemimpin nyabrmenurut gue anis itu pintar dan cerdasbrtapi pintar bohong dan ngibulin rakyat,"['percaya', 'loh', 'anjing', 'brgua', 'kagak', 'ngakuin', 'anis', 'bremang', 'mata', 'loh', 'anis', 'bagus', 'pimpin', 'nyabrmenurut', 'gue', 'anis', 'pintar', 'cerdasbrtapi', 'pintar', 'bohong', 'ngibulin', 'rakyat']",-14,negatif,-1,-1,negatif
